log_id,log_start,log_end,pull_start,pull_end,boss_id,boss_name
Md6BFW3qGwfzAYVH,1549508286219,1549513082363,4453557,4664362,2265,Champion of the Light
fTHwBqRDjYxzk8Vn,1549513288471,1549595617321,5423576,5781091,2266,Jadefire Masters
YGNFr2MH37zXD9Th,1550114404046,1550200874245,2467201,2831693,2263,Grong the Revenant
bG3vrKFA2pwk8fcT,1550805135109,1550814978232,801111,1307482,2271,Opulence
Y4zAXFLKxcdHMhgr,1551409740204,1551419413939,3834677,4195154,2268,Conclave of the Chosen
XDPn6wRcY1BA4JT2,1551933742233,1551938247647,776883,1351179,2272,King Rastakhan
6vGW8nAf4Tr3YXc7,1553738519974,1553835339724,3548649,4022808,2276,Mekkatorque
NkmAb6paGRhF7Z3P,1554862203808,1554871036921,8159532,8579655,2280,Stormwall Blockade
2rNJzn4Q1pZm96gt,1558058549530,1558060186526,557581,1121319,2281,Lady Jaina Proudmoore
